batter,decScore,pBat_speed,smash_factor,95th_pBat_speed,std_pBat_speed,conScore,xRV,std_EV,EV95,count,sprint_speed,decGrade,powGrade,altPowGrade,conGrade,SFGrade,speedGrade,95thPowGrade,EV95Grade,stdEVGrade
669288,0.06236111880605285,80.84615032203924,1.1155586251348566,80.84615032203924,,0.0,-0.10242886297376093,,100.3,1,4.473770161290323,219.81463395538594,226.00755589827375,,75.42571525288164,181.36039408079034,50.402215167830754,75.30157406167193,32.709283804946224,
675915,0.031180559403026425,79.3259484538196,1.0485849533318863,79.3259484538196,,0.0,-0.06448399457553368,,87.3,2,4.473770161290323,209.51739424964288,195.77735438081262,,75.42571525288164,168.85367322633985,50.402215167830754,25.088591083571906,-16.59640068237563,
622491,0.0,,,,,,-0.06236111880605285,,,3,4.473770161290323,199.2201545438998,,,,,50.402215167830754,,,
622110,-0.20459595679779896,66.98424805598115,0.5473073876012384,74.24087320462493,,-0.15384615384615385,0.039722279487526255,,104.62,31,4.473770161290323,131.65325868608195,-49.64537393863759,,48.40813555355179,75.24467111525041,50.402215167830754,-142.87383697817313,49.09394203457936,
672701,-0.31774305363182015,69.61614626475524,0.5003293722101733,77.92268519084763,,0.0,0.002576384271710353,,98.875,18,4.473770161290323,94.28693811917923,2.6916313551823663,,75.42571525288164,66.47195627111563,50.402215167830754,-21.261854742366907,27.304622236143643,
592325,-0.32876314416398067,70.20743582769984,0.4419324156945406,79.70599892087452,0.3487394245034549,-0.2191780821917808,0.00628226827599066,2.9579272021693397,104.04999999999998,381,4.473770161290323,90.6476027140026,14.449808355662284,18.29632543203615,36.93491677712405,55.56685857781417,50.402215167830754,37.64183682809715,46.93207740705824,69.8867798665456
641511,-0.33874551772747025,70.8398600442532,0.6817379693358833,79.42534626828012,0.016537616150617558,-0.15789473684210525,-0.024110781218789828,0.7778174593052133,97.875,37,4.473770161290323,87.35096867716913,27.025974660023437,-28.623565670948153,47.69714661409574,100.34835312633624,50.402215167830754,28.37174766290929,23.511877275580424,3.205305172604902
596129,-0.34179053991662633,70.9978372918733,0.5779088858552339,79.9971760479412,0.284180402964405,-0.10526315789473684,0.011468418148898108,1.3606721028332074,106.55999999999999,332,4.91,86.3453637749042,30.16745483483887,9.178066036198729,56.94000282702437,80.95922111807259,73.39528019314588,47.259554336979114,56.451867258071935,21.032667895913477
681508,-0.35454262359237293,72.05587536557235,0.40829288176488765,80.57894560904833,0.19018258573216473,-0.14285714285714285,-0.0037589082242470316,1.0606601717798212,103.47500000000001,92,4.473770161290323,82.13404541272912,51.20722912384652,-4.098102959758705,50.3379626749325,49.28498318997967,50.402215167830754,66.4756766689831,44.75124905473449,11.856415161895278
687957,-0.35796717101763154,72.00726231681938,0.46860382338396933,80.14451869055326,,-0.2,0.04552135935659785,,101.95,23,4.473770161290323,81.00310400575262,50.24052707532088,,40.302861643752834,60.547500101370815,50.402215167830754,52.12635114870276,38.96731298987555,
672642,-0.35904344078104466,72.7646048984466,0.37982274954393913,80.02874947135807,0.4275061740074587,-0.17391304347826086,-0.01067782620242078,2.312358103754693,98.31,183,4.473770161290323,80.64767075009291,65.30077620339108,29.42127182407567,44.8841034188566,43.96844630628879,50.402215167830754,48.30243936806285,25.161721333425433,50.141214470111656
660636,-0.36,70.80404759639609,0.6026092966637613,79.86854358216875,,0.0,0.004221380208343639,,98.02999999999999,36,4.473770161290323,80.33177136410033,26.31382087427527,,75.42571525288164,85.57179699537133,50.402215167830754,43.01076346960107,24.099752744467672,
680737,-0.3601653413503633,73.31062659987978,0.5050604711473936,79.63174290654224,,-0.3333333333333333,-0.04076299924212,,98.53,28,4.473770161290323,80.2771681257185,76.15877237633563,,16.88762590433364,67.35544574018155,50.402215167830754,35.189125736474196,25.996125224749335,
670276,-0.36021564226236147,70.92862493311559,0.5841767162588738,79.79954980507264,0.21456454950466036,-0.07894736842105263,0.0017505194966816837,2.279437065008225,100.2,102,4.473770161290323,80.26055647544092,28.791122127660465,-0.6544158505442326,61.561430933488694,82.12968113782449,50.402215167830754,40.731866549826115,32.33000930888992,49.134281943317454
682634,-0.36610449552236835,69.37057519373515,0.772014939556021,77.89578931164067,0.38036517146436466,-0.07692307692307693,-0.029207630714373378,0.2121320343559723,106.735,26,4.473770161290323,78.31578913414839,-2.1917088899459856,22.763118104881478,61.916925403216716,117.20675189309947,50.402215167830754,-22.15023828736402,57.11559762617054,-14.09691480597661
676946,-0.36720486014924336,69.77596235859372,0.8241728721991022,75.78387810086787,,0.0,0.003288300577314808,,98.16,11,4.473770161290323,77.95239865804447,5.869678181376969,,75.42571525288164,126.94676892294545,50.402215167830754,-91.90765925540126,24.592809589340927,
663550,-0.3687581001507064,72.39278848046922,0.332168091513382,81.30688842671503,0.598429178580304,-0.2768361581920904,-0.006703729018451434,2.619775223606447,108.66000000000001,336,4.37,77.43944812342187,57.90696523792987,53.56228659252911,26.809335963409566,35.06937463591875,44.93263501876675,90.51997044118849,64.41663167525478,59.54396447614952
663656,-0.3688485789851845,72.02336072899128,0.4553233910701756,80.32460414263466,0.4310802138804572,-0.09225092250922509,0.01615416806504179,1.8817804231566482,105.155,1301,4.52,77.40956789469105,50.56065445724393,29.92606607089296,59.22513701988865,58.06750079263237,52.838925344983146,58.07465836303145,51.12306058848066,36.97143950508889
676439,-0.37236406488407614,72.64429929016856,0.42334937355538244,79.44288705906727,1.1717370785629804,-0.11538461538461539,-0.006377921194074379,5.089531740085065,99.2,57,4.473770161290323,76.24859446521714,62.908421044542784,134.53578992486894,55.162530478384255,52.096645367096436,50.402215167830754,28.95112823573359,28.537264348326698,135.08466016489314
542932,-0.3735554228949416,70.44247094091489,0.5087471257891605,79.34699740276419,0.5511380962167134,-0.14960629921259844,0.005159439678850602,3.9084523791393457,101.145,302,4.3,75.85515383271688,19.123634236754864,46.88293573154522,49.15271452164356,68.04389478665145,41.24303286653241,25.783847770961064,35.91415329662213,98.95982113960099
665742,-0.375972470266771,72.55056979354552,0.47740068206840075,80.66957302811527,0.5744983611108334,-0.1493174061433447,0.023156298394898585,2.0396550900720696,110.265,3153,4.36,75.05693479353415,61.04454912708283,50.18231899018429,49.20344826654401,62.19023302910844,44.405548997019004,69.46914296190809,70.50398733695872,41.800240275872426
656976,-0.37649731078541654,71.37073655048768,0.5075522392946396,80.07318614135217,0.7969946685969105,-0.15289256198347106,0.016273134950205423,2.018872941325522,106.28999999999999,631,4.59,74.88360856939799,37.582798789669475,81.60750168207039,48.57559989053111,67.8207606589051,56.528527497217496,49.77020348588378,55.427826118719885,41.164591391560734
571466,-0.37720942932186513,70.90226358452698,0.36570866581115463,79.11312019226887,0.638641349913435,-0.17687074829931973,-0.008574358157818382,1.6411716681823516,98.96999999999998,366,4.82,74.64843462097929,28.26690958933557,59.24181828839846,44.36468825161127,41.33277021730889,68.65150599741602,18.05877346663816,27.664933007397092,29.612109701406126
543257,-0.3791597828957861,71.74679600112046,0.4493681642925939,79.57035013878722,0.7502995776381702,-0.10160427807486631,-0.0028053672841494735,2.0247248163665543,101.93,1031,4.42,74.00433911255593,45.060985215324,75.01232812268682,57.58255432845792,56.95541664184433,47.568065127505555,33.16129373158938,38.8914580906643,41.343578554357435
622268,-0.3796343932747794,71.65009840536295,0.36803959787267976,78.52082615668944,0.9812396339028009,-0.1956521739130435,-0.0023180673810735447,0.5507570547286073,101.53000000000002,96,4.473770161290323,73.84760116644797,43.13809071880111,107.63009846228947,41.066401939603466,41.768050467583166,50.402215167830754,-1.5049772090603994,37.37436010643905,-3.7396308203326356
694497,-0.38046546212642707,72.24967452681462,0.4515816854395403,79.856849721644,0.5386600879229166,-0.15151515151515152,-0.003036474631130817,2.183022728991645,103.69999999999999,588,4.11,73.57314441066052,55.06105131729635,45.120552819694105,48.817492821723455,57.368771477334384,31.228398453324967,42.62450975438519,45.604616670861134,46.18532484229717
621466,-0.38211832115497824,72.35577392359197,0.4039918383953025,80.15621255107801,0.5712593367417479,-0.19281045751633988,0.0023108546436595933,2.280851971147124,106.67999999999996,739,4.47,73.02729513974778,57.170906733548904,49.72484203835509,41.56544788460387,48.48180266607862,50.20349523624435,52.51260486391865,56.906996653339434,49.17755867661223
572138,-0.38303489849682,72.0432990516839,0.41575567703027005,80.3099868169787,0.6051972164398631,-0.212443095599393,0.0007668031821366664,2.7424681061283676,105.99,1625,4.65,72.72459958910666,50.957140953885386,54.51819830452711,38.117676517843464,50.678591971840014,59.69104362770409,57.59184121901113,54.29000263055093,63.29668489207859
668752,-0.3833703683183859,72.59174652411976,0.35840320325468905,77.98758611676008,,-0.2,-0.0030851417199493202,,95.30999999999999,23,4.473770161290323,72.61381218718559,61.86337515875135,,40.302861643752834,39.968541880311804,50.402215167830754,-19.118146622917237,13.783486451735726,
