Name,decScore,pBat_speed,smash_factor,95th_pBat_speed,std_pBat_speed,conScore,xRV,std_EV,EV95,count,sprint_speed,decGrade,powGrade,altPowGrade,conGrade,SFGrade,speedGrade,95thPowGrade,EV95Grade,stdEVGrade,decScore_bayes,decScore_ci_lower,decScore_ci_upper,decScore_bayes_grade,decScore_ci_lower_grade,decScore_ci_upper_grade,95th_pBat_speed_bayes,95th_pBat_speed_ci_lower,95th_pBat_speed_ci_upper,95th_pBat_speed_bayes_grade,95th_pBat_speed_ci_lower_grade,95th_pBat_speed_ci_upper_grade,smash_factor_bayes,smash_factor_ci_lower,smash_factor_ci_upper,smash_factor_bayes_grade,smash_factor_ci_lower_grade,smash_factor_ci_upper_grade,conScore_bayes,conScore_ci_lower,conScore_ci_upper,conScore_bayes_grade,conScore_ci_lower_grade,conScore_ci_upper_grade,IDfg
Riley Greene,-0.4142463445866379,71.20317241164429,0.3820895878134897,80.40646116630802,0.6329158149836416,-0.18272727272727274,0.007197657043430861,2.4828121435885717,106.8,2482,4.39,62.41715969376798,34.250677056213185,58.433148772888444,43.33619900090487,44.391757626935195,45.98680706226226,60.77843436954454,57.362126048607145,55.35477162284951,-0.420583534119923,-0.4405415667484967,-0.40045848866600553,66.0140415617014,69.33746613291994,59.58112922409532,80.40603267534442,80.4050830471492,80.40793193173482,55.46008308569388,55.46863631057471,55.461026217828774,0.3834363900160208,0.3543271193274968,0.4119605497359314,46.55920870507105,50.806565094150706,42.34659853778196,-0.18131353580772241,-0.20656762278089602,-0.15539680515303694,45.0154202123979,49.18223434678229,40.98953470314497,25976
Tyler Black,-0.41459648116575365,71.68985753114715,0.33720612295711927,80.32928168684455,0.6508765371154474,-0.13592233009708737,-0.008117125815081646,2.2658962276074583,98.6,239,4.473770161290323,62.301528661036926,43.92872675848845,60.96990536290744,51.555814741823234,36.01018094422648,50.402215167830754,58.22915984911762,26.261617371988738,48.720117927295135,-0.4404163071294889,-0.481710228195722,-0.3997069309519588,55.96041639421393,50.7872457479034,59.93339653977595,80.32911279153275,80.32721353514235,80.33101204792317,54.65006155944744,54.648631563345944,54.651028078080685,0.3653710888600775,0.2961817168215253,0.43668148815985386,42.70037231152543,39.97269201334849,47.45507279876491,-0.14243843982569424,-0.20119284625307773,-0.08125433989943397,52.65473677056933,50.06987400764667,55.79475595437244,-1
Kyle Mccann,-0.4150708962580635,72.80904351094247,0.3175237838608295,80.08663408095566,0.5626002290757398,-0.3508771929824561,-0.0030771297976768543,2.5709706551981726,105.80999999999999,615,4.67,62.14485520747912,66.18446687565667,48.50183729087161,13.806673833357422,32.33468407787406,60.74521567119959,50.21439525838281,53.60730853764952,58.05121366215168,-0.4316898870052799,-0.4641321283282962,-0.3980368026985217,60.38401146790844,58.70777595286482,60.71621279684396,80.0869576017553,80.0850583453649,80.08885685814572,52.099993791634844,52.09861680062205,52.10103393442913,0.3367006513980136,0.28681994132370847,0.38475288969540133,36.57622710395503,38.228370309772785,36.72425408486582,-0.3122961035198969,-0.3614053630274969,-0.26429125014814997,19.276132036286203,23.610916445442744,19.24482543743947,25575
Carlos Santana,-0.4159195059253074,72.72083479897178,0.4486258975924095,80.23631549567267,0.5122082642054755,-0.14216163583252192,0.00197693752746913,2.4703831267220044,105.085,2377,4.62,61.86460567611974,64.43037934674666,41.3845205131527,50.4601036319819,56.816805122289736,58.10978556246079,55.15844281314954,50.85756844124121,54.97461407510618,-0.4222536623733601,-0.4424622142399494,-0.4010012803483726,65.16742049496563,68.472040029765,59.3267139405482,80.23604922840259,80.23414997201219,80.23794848479301,53.670035515346896,53.66862588982851,53.67103032875576,0.4442147918807533,0.4133501882863886,0.4759570619280383,59.54177163234402,61.80396833466313,55.571199065474495,-0.142953829355759,-0.1673980184959737,-0.11806787776120309,52.553457952563264,55.651060368424055,48.44360339666267,2396
Joc Pederson,-0.4160277267115199,72.21996474462051,0.37482158109808883,80.3924285336783,0.5716251127161242,-0.1382842509603073,0.006513690002002673,1.883856905757353,107.80999999999999,1771,4.56,61.82886624751072,54.47025300192559,49.77650391512487,51.141027738247125,43.034523825790096,54.9472694319742,60.314929911285105,61.19279845877596,37.03495140968201,-0.423464505357102,-0.44563545792147996,-0.40079251431669294,64.5536202215822,67.04220559846556,59.42456597268173,80.39273788061153,80.39083862422112,80.39463713700195,55.32007936510803,55.318635442179165,55.321026539353866,0.37743900258773194,0.34379512189245287,0.41232624409131485,45.27813751369153,48.84420317762804,42.42216768365449,-0.14015600047826454,-0.17152113473649183,-0.10834910376569604,53.103257250310456,54.97013131351439,50.38430767189805,11899
Brandon Marsh,-0.4165610337039959,71.36121261498815,0.37591124295077044,80.00068420609863,0.6758156595848595,-0.15995260663507108,0.004694879855309551,1.9744276795198483,105.4,2032,4.38,61.6527440084164,37.39340914648526,64.49228507622308,47.33575531667081,43.238008213764594,45.4597210405145,47.37543045154397,52.05228310381867,39.805175605240244,-0.42358976497610984,-0.4453431854771285,-0.4012935527927241,64.49012364157699,67.17390087503261,59.1897210955613,80.0005414359916,79.99864217960118,80.002440692382,51.18996960782731,51.188611532355814,51.191036024341656,0.3780972524274222,0.3454773159272168,0.409181272635017,45.41874288835514,49.15763598373929,41.77227302915074,-0.15981442969644924,-0.190148784894547,-0.1293328203469044,49.24019376350786,51.89379111901182,46.194150714003484,20202
Yoán Moncada,-0.4167354566635975,70.6795567062262,0.378619667815878,79.81299774467612,0.7003929378229325,-0.0967741935483871,0.006235719978281677,3.612201544764632,101.615,142,4.473770161290323,61.59514160937064,23.83823866667576,67.96355822869593,58.430786087174155,43.74378179360961,50.402215167830754,41.17605832232467,37.69674342808685,89.89860640943616,-0.4439653296680428,-0.4858437956229789,-0.4003749822533337,54.1613466274004,48.924698265026485,59.620270036948725,79.81346468153608,79.81156542514566,79.81441430973128,49.21991725387014,49.21860012742796,49.211040571624046,0.39118911035015036,0.3120528518451678,0.4724463961163571,48.21522756222019,42.92986240144167,54.84573526509823,-0.11821513191265015,-0.18705644771415839,-0.05342330527593653,57.41484121685418,52.40448791019407,61.352227288001025,17232
Kyle Isbel,-0.41701038777069144,72.27261200296694,0.4579953911837594,79.82878445638457,0.5909920325016601,-0.0660377358490566,-0.005872965498760383,2.3062816977133336,104.40000000000002,1611,4.31,61.50434684601445,55.51717792842775,52.51187062442478,63.82854660835798,58.566472383169696,41.77011888828016,41.69750083786678,48.259538143255504,49.955359736420725,-0.4250511271978673,-0.44885045480934643,-0.40183634447509115,63.74933020818318,65.59355755622796,58.93530581201421,79.82865873265936,79.82675947626895,79.83055798904977,49.37992150596816,49.37860105371649,49.38104018120074,0.45079729027765575,0.41378902151284874,0.4861233650076988,60.947825378980085,61.88573341451824,57.67202132073081,-0.07293448034267415,-0.10194354817774821,-0.04289463344747056,66.31290879881522,66.4608091151149,63.45465691950602,21614
Gavin Lux,-0.41705769951879135,71.46484473253507,0.4242758285908988,79.59958479009914,0.5211477732181756,-0.12582781456953643,0.0033443217607109495,2.3649970859694642,103.44,2019,4.28,61.488722353689425,39.454201112748045,42.647128900114105,53.328555697469476,52.26965237420052,40.188860823036904,34.12692801963004,44.61850298111473,51.75124578709377,-0.4240072970394691,-0.4463870156355267,-0.40242088936379417,64.27846837489305,66.70356060157884,58.66132012204038,79.59979833761479,79.59789908122438,79.6016975940052,46.969857458741274,46.968587101495146,46.971045716024236,0.42205371394451513,0.38906808308892626,0.4551124836711807,54.80805735200262,57.27963391601365,51.26375775074037,-0.12800753298388073,-0.15694297374323127,-0.10142815864768345,55.49054367473903,57.377701900516406,51.76632435274749,19955
Yasmani Grandal,-0.4171938040113983,71.86446448966764,0.505870712508449,80.32928168684457,0.524834606983946,-0.10796915167095116,0.004689098340637037,1.6049587138360553,105.39,952,5.08,61.44377445627403,47.40089953552036,43.16785405709766,56.464791710678426,67.50675090614678,82.35574256285781,58.22915984911809,52.01435565421302,28.504489680561203,-0.4288506689744368,-0.45749336852088357,-0.4010847867610445,61.82326728135926,61.69914009203079,59.2875731276948,80.32911279153275,80.32721353514235,80.33101204792317,54.65006155944744,54.648631563345944,54.651028078080685,0.4831246712935543,0.43529184960939665,0.531908298301709,67.85311155690384,65.89222232741868,67.13327838397142,-0.11438652397502616,-0.15208358674547773,-0.07484878431148614,58.16719815061349,58.18022542951708,57.07385649941394,11368
Alek Thomas,-0.41722137785834,72.1776881374635,0.48480967309576073,80.41815502683278,0.35898177963314676,-0.15286624203821655,0.0013473432379444688,1.9397555297386075,105.43999999999997,331,4.28,61.43466831716027,53.62955521004115,19.74294665816991,48.58022204845198,63.57379436146188,40.188860823036904,61.16468808476043,52.20399290224106,38.744683083801874,-0.43857916605070807,-0.47573951968968425,-0.39912238606325584,56.891699567623306,53.47759211205895,60.20738222974974,80.41837784188209,80.41647858549167,80.4202770982725,55.59008654052351,55.58863700529114,55.591025919269946,0.45028531818011885,0.3826318624341772,0.513769858274689,60.838465643130604,56.08041274480535,63.38504874869399,-0.1541451448657368,-0.2130468054445674,-0.094801721832565,50.35426076157452,48.11220297478139,53.089531813135245,23792
Alex Verdugo,-0.4173529550552144,72.12066094388098,0.5103208259321101,79.81650590283355,0.5644678022634232,-0.0646041856232939,-0.00015438647803620975,2.4122416134447056,103.49499999999999,2492,4.38,61.391215538827694,52.49553242661038,48.76561168459764,64.08029848196196,68.33776889966681,45.4597210405145,41.29193443688953,44.82710395394568,53.19628073250378,-0.4230052200874068,-0.44271273347796497,-0.40342296631585645,64.78644101493452,68.3591583641361,58.19163036779956,79.81631356612169,79.81441430973128,79.8182128225121,49.249918051138536,49.24860030110707,49.25104047975971,0.5008242780941142,0.4703985077262096,0.530226104266945,71.63383385341415,72.43342871582755,66.78566031295777,-0.06829597457209124,-0.09156213050072932,-0.046796868460818083,67.22441816086976,68.17529119979815,62.67543474838878,17027
Leody Taveras,-0.41831113667464215,71.97432532791882,0.42891144443686374,79.78551717244292,0.5864395630033885,-0.14554973821989528,-0.003429526337671878,2.1429588720441477,104.9,1963,4.31,61.07478036236557,49.58555365852829,51.868883838267095,49.86510451115963,53.13531124899704,41.77011888828016,40.26836209156668,50.15591062353706,44.95991998736702,-0.42496762078519545,-0.4475978586192686,-0.40225387653845046,63.79166126151997,66.15796588437247,58.73960174774718,79.7859254638751,79.7840262074847,79.78687509207032,48.929909546942355,48.92859844853001,48.92104123764021,0.4262957684669633,0.39382210970891135,0.45737978867455814,55.71418087761251,58.16542228111069,51.73228645515003,-0.14626704776331823,-0.17247828672089782,-0.118877775594162,51.90237983681002,54.812058497196084,48.28187804039305,18900
Tyler Stephenson,-0.41844674195639064,71.94366614923642,0.4539767346717036,80.12346974160867,0.4730591851529121,-0.13701923076923078,0.008297978588765893,1.9697965277296405,104.4,1924,4.64,61.02999732709412,48.97587597735677,35.85513903556175,51.36318333316599,57.81602502298818,59.16395760595629,51.4310944613136,48.25953814325545,39.66352584108808,-0.4259279445309218,-0.44901746763469014,-0.40242088936379417,63.30485414814689,65.51830311247537,58.66132012204038,80.12304347317313,80.12209384497791,80.12494272956353,52.4800038903678,52.488619058450304,52.48103306171833,0.44823742978997144,0.4140815769971555,0.48283211580924756,60.401026699732725,61.940243467754975,56.99189900787805,-0.13824169650945256,-0.16518920622426753,-0.11063154311312573,53.47943571719011,56.01584379069709,49.928536213320044,17988
Mike Yastrzemski,-0.41847748281249375,72.57819917690797,0.39747675638039687,80.24040834685634,0.44352872782248054,-0.1530373831775701,0.0016002580313651828,1.9345476412513587,104.11999999999999,1942,4.37,61.019845297428404,61.59397736047153,31.684283226452067,48.55016722253191,47.265170668597754,44.93263501876675,55.293631613475284,47.197569554297694,38.58539308222832,-0.425218140023211,-0.4465957816672063,-0.4027549150144816,63.664668101509605,66.60949254688809,58.504756870626785,80.24079736937863,80.23889811298821,80.24269662576904,53.72003684412759,53.718626179293594,53.72103021392545,0.3978447476181295,0.36588306095761436,0.4303184063761815,49.636904128263325,52.959712197001956,46.14016966058291,-0.15326161995705434,-0.1839641105337698,-0.12358990844046844,50.52788159244206,52.91518470137631,47.34093051300621,14854
Elly De La Cruz,-0.41865986872378486,72.01019343962672,0.3877483687718716,79.96911078268177,0.6094512992731037,-0.24743150684931506,0.002230680511682645,2.2995923004939254,109.42000000000002,2702,4.21,60.95961316935014,50.298814356102916,55.119041220670184,31.973212286108424,45.44848323145586,36.49925867080256,46.332545420460704,67.29911784528285,49.75075587514094,-0.4241743098648128,-0.4433390315730039,-0.40400751120455947,64.19380626821948,68.07695420006384,57.91764467782574,79.9692037055498,79.96730444915939,79.97110296194022,50.85996083787505,50.85860962188563,50.86103678222216,0.3886292498624661,0.36098275659547585,0.41671457635591647,47.66842888297284,52.046668805286544,43.32899743412484,-0.24154048374957665,-0.26834073931294455,-0.21510836356482643,33.1802669082611,38.980457970546496,29.065965254539723,26668
Bryce Johnson,-0.4188830696194213,72.00362349176217,0.43361931753713845,79.12715282489857,0.4609301742098175,-0.0916030534351145,-0.008522417558823114,2.3756338866997977,101.0,263,4.473770161290323,60.88590207599876,50.16816667564906,34.14204820243642,59.338912073127986,54.01446350537222,50.402215167830754,18.522277924897132,35.36420527734048,52.076586087528554,-0.4414183840815512,-0.4807916576563316,-0.40016621622165405,55.45244375417246,51.20114518854272,59.71812206908222,79.12688349640236,79.12498424001195,79.12878275279277,41.989725112189646,41.988558270763775,41.991057153128274,0.4195669923279075,0.35622872997549077,0.4872204480738492,54.27688149216232,51.16088044018951,57.89872875834839,-0.10783371423563126,-0.1606979546051317,-0.05253978036725407,59.45488597954768,56.75757008265225,61.52865494938606,20002
Luis Campusano,-0.4190944187188376,71.93750175195558,0.4947136106206816,79.82878445638457,0.610391526302377,-0.0875,-0.0042011129026393755,2.789962166211018,103.5,952,4.94,60.81610498512066,48.853292933664186,55.25183805896654,60.05946679888779,65.42326414039982,74.97653825838917,41.69750083786678,44.84606767874853,64.74935211485479,-0.4303537844025302,-0.45920524998065665,-0.4023373829511223,61.06130832129706,60.9277820435666,58.70046093489378,79.82865873265936,79.82675947626895,79.83055798904977,49.37992150596816,49.37860105371649,49.38104018120074,0.47785867257603243,0.43317082234817256,0.5210106065112816,66.728268559595,65.49702444145231,64.88131783697004,-0.09531711136262977,-0.1322042763001224,-0.05887170887947836,61.91451441683773,61.46327622997437,60.26425670945998,22217
Brooks Lee,-0.41915836849029675,72.01370981725039,0.5010839965423883,79.95507815005205,0.576262167163528,-0.07165109034267912,-0.007123524910420691,2.60590355411196,102.4,614,4.57,60.7949858603054,50.368739809029435,50.43143740507057,62.842761467679736,66.61287546546345,55.47435545372199,45.86904096220126,40.67404822212902,59.11968153287707,-0.4331094960207015,-0.4641738815346321,-0.40091777393570077,59.664383561183,58.68896234192667,59.3658547534016,79.95495928262172,79.9530600262313,79.95685853901213,50.709956851533114,50.70860875349008,50.71103712671322,0.4768347283809587,0.42731971266203705,0.5275199660371074,66.50954908789606,64.4068233767175,66.22644863350106,-0.08346315217114011,-0.12270638353178598,-0.04171660023589395,64.24392723097712,63.031844945748404,63.68989380135273,-1
Bryan Reynolds,-0.41934494331971833,71.19156990441498,0.405227989023568,80.08604938792942,0.5810506815642088,-0.17702596380802518,0.007454962424100575,1.9369970553253957,105.6,2498,4.38,60.73337036082768,34.01995366415428,51.1077629655455,44.33743019366063,48.71264249351488,45.4597210405145,50.19508257262192,52.81083209593127,38.660311578018494,-0.42480060795985175,-0.44425760211239435,-0.40346471952219237,63.87632336819354,67.66305475942453,58.17205996137286,80.0860079735601,80.08410871716968,80.08790722995052,52.08999352587877,52.08861674272891,52.091033957395254,0.4047929403704154,0.3763419195215815,0.4307572396026417,51.121071971934725,54.90844660021543,46.230852635629944,-0.1757178780527335,-0.20016206719294818,-0.15053741815528343,46.11501880789227,50.24010627137408,41.95988684076266,19326
Brayan Rocchio,-0.41952102078256664,72.12703103284952,0.41172871800864463,79.73055602797652,0.6400422842013546,-0.12064965197215777,-0.005271496203826561,2.7070837186697827,101.0,1782,4.58,60.67522156951536,52.62220578310914,59.43968501452359,54.237914931829465,49.926594193908024,56.00144147546975,38.452969630050696,35.36420527734048,62.214407660575354,-0.4268047618639763,-0.45077110230079914,-0.4035064727285283,62.86037808811059,64.72813145307303,58.15248955494616,79.73084702855317,79.72894777216277,79.73274628494359,48.34989413308693,48.34859509073397,48.35104254670627,0.4104977723143975,0.37795097468526884,0.44238632010383594,52.33965188568597,55.20825189301751,48.63395147437635,-0.12285363768323307,-0.15178907844258357,-0.09649514457420638,56.50333185479963,58.22886321915348,52.7513787954806,23690
Ryan O'Hearn,-0.41993988523118214,72.09982757563043,0.469358178648676,80.02874947135807,0.5436373663233318,-0.07536557930258718,0.005779410303821775,1.9168691044411719,104.30499999999999,1901,4.46,60.53689346655037,52.08124736771937,45.823539241395565,62.190444207821855,60.68836904982159,49.6764092144966,48.30243936806285,47.899227372001896,38.04467218100173,-0.42647073621328885,-0.4489757144283542,-0.4044250432679187,63.029702301457775,65.53711672341352,57.72194061355874,80.02903028184775,80.02713102545735,80.03092953823817,51.489977580511024,51.488613269146896,51.49103533535952,0.46198753755238986,0.42834365685711073,0.49468061292367194,63.338116748261385,64.59760856304608,59.44033933414798,-0.07926640885489844,-0.10356334384366606,-0.05504310094185437,65.0686261775979,66.19330127211468,61.0287765754618,16442
Willie Calhoun,-0.42030964958294886,72.82459634544041,0.528897873483802,80.18135435120627,0.530875899424021,-0.04066985645933014,0.0016107492166774675,1.8506278743744689,104.5,958,4.86,60.414780450052945,66.49374509118145,44.02112088552063,68.28350817925497,71.80686267598503,70.75985008440708,53.34305035163356,48.63881263931175,36.01859852996367,-0.4313558613545925,-0.4608336250277579,-0.4014605656180678,60.55333568125559,60.19405121697872,59.1114394698545,80.18097079308068,80.18002116488546,80.18287004947108,53.09002010149161,53.098622589925455,53.091031660787934,0.5029453053553383,0.4568678165770213,0.5516557934924163,72.0868956162191,69.9123387536283,71.21401226108796,-0.053128796973042375,-0.08876430162323487,-0.018229563080085276,70.20490909076241,68.63735020134399,68.37992913317156,17838
Richie Palacios,-0.42063065353102513,71.97765643184002,0.36502240051730694,80.00419236425606,0.48062273838023273,-0.1452991452991453,0.0005310108393300876,2.444127095508981,103.235,1243,4.28,60.308770337883175,49.651794823546304,36.92340863811786,49.90911220351456,41.20461644835472,40.188860823036904,47.49130656610883,43.84099026419928,54.17153941951823,-0.4298527459264991,-0.45665830439416505,-0.40242088936379417,61.31529464131778,62.07541231079378,58.66132012204038,80.00433994877241,80.002440692382,80.00623920516283,51.22997067085177,51.22861176392791,51.231035932477475,0.36924744902714224,0.3340676520392526,0.4070602453737929,43.52838174009999,47.03174390750641,41.333971983090066,-0.14648792899048882,-0.17777943617299258,-0.1148282864293674,51.85897462909314,53.93657828374081,49.09050482174113,24589
Kyle Manzardo,-0.42080352654196823,72.66962866099195,0.40355886693004656,80.59005477654685,0.7401241879948391,-0.14893617021276595,-0.0034510804664445653,2.2777407154455522,106.06499999999998,709,4.66,60.25167980242081,63.41211203473884,73.57516504292285,49.2703987354453,48.40094920369374,60.21812964945184,66.84261769843809,54.574458502593124,49.082396899087136,-0.43306774281436555,-0.4632553109952417,-0.4021286169194427,59.68554908785139,59.10286178256599,58.79831296702728,80.59026054521432,80.5883612888239,80.59215980160472,57.40013464238265,57.39864748393047,57.401021762410714,0.4024524964959612,0.3534494528745764,0.4506510125355023,50.62114175090857,50.64303493444047,50.34181417109551,-0.15009565570094222,-0.19898403398137157,-0.10371059799511312,51.15002290305071,50.4346574299197,51.31055289416948,-1
Luis Rengifo,-0.4210713231063804,71.21376986842739,0.4379659794929632,79.70775299995323,0.5688774700766528,-0.10906040268456375,-0.002194907420023085,2.3021103515850108,101.865,1057,4.37,60.16324118974285,34.461414367371056,49.38842928641308,56.27315246266879,54.82616288315292,44.93263501876675,37.69977488537934,38.64492966822765,49.827773722824,-0.4306878100532176,-0.45753512172721955,-0.40396575799822354,60.89198410794991,61.680326481092614,57.937215084252436,79.70805595186825,79.70615669547783,79.70995520825865,48.109887754939976,48.1085937013011,48.11104309789197,0.4324394336374056,0.3943340818064482,0.4698133967575961,57.02649770780618,58.260814874274985,54.30163741481602,-0.11401838859640848,-0.1475923351263419,-0.0780147485675983,58.239540163474956,58.92195172147224,56.4416573794509,19858
David Fletcher,-0.4212258437378146,74.0367253856945,0.5590669944358152,80.04161271793531,0.06615046460249537,0.0,-0.037431983147058825,0.46188021535170615,93.42,27,4.473770161290323,60.1122114451897,90.59771833189437,-21.616290610607294,75.42571525288164,77.44067017098111,50.402215167830754,48.72731845480052,6.6151984762712885,-6.458043842973595,-0.45060408947545544,-0.4980774850794059,-0.4010847867610445,50.796027887125625,43.412310260148345,59.2875731276948,80.04137544838544,80.03947619199502,80.04327470477584,51.6199810353408,51.618614021756315,51.62103503680055,0.4198595478122143,0.32192659944052143,0.5131847473060754,54.33937276979059,44.769576698181666,63.26413811529793,2.995169935221531e-05,-0.0004854378307125595,0.0004717141536934588,80.65109574795895,83.21652764485617,72.11431463248813,17992
Sal Frelick,-0.42148238125278287,71.52845876751981,0.5119084890102658,79.59022970167933,0.5744827825779363,-0.03981264637002342,-0.0056879927146286265,2.4611774349276763,101.6,2056,4.12,60.0274910830243,40.7192075156014,50.18011869190566,68.4340465016499,68.63425046316576,31.755484475072716,33.81792504745724,37.6398522536784,54.693046091460886,-0.4272222939273356,-0.4494767529043854,-0.4060951715213559,62.64872282142666,65.3113533921557,56.939124356490694,79.59030205566273,79.58840279927233,79.59220131205315,46.86985480118003,46.86858652256483,46.871045945685,0.500385444867654,0.4673998140120652,0.5327128258835526,71.54009693697174,71.87470067015097,67.29953050489097,-0.04539795402207086,-0.06785421211775002,-0.021837289790538617,71.72409136085332,72.0906332655287,67.65951618251601,29622
Ben Rortvedt,-0.4215087899163167,72.15714667917263,0.38098038821193514,79.82878445638457,0.5067029045675632,-0.18838028169014084,-0.0069284221377750805,2.4901601225418064,101.73999999999998,1331,4.7,60.01876974049799,53.221074970293095,40.60694836213282,42.34344996963532,44.18462474299654,62.326473736442885,41.69750083786678,38.17083654815719,55.57951905780112,-0.42976923951382723,-0.45548921461675906,-0.4027549150144816,61.35762569465457,62.602193417062,58.504756870626785,79.82865873265936,79.82675947626895,79.83055798904977,49.37992150596816,49.37860105371649,49.38104018120074,0.38350952888709755,0.3431368720527626,0.42029838103867445,46.57483152447813,48.72155555784536,44.069575063675615,-0.18499488959389931,-0.22026225886547413,-0.15237809504837188,44.29200008378318,46.92057712868949,41.59232921287717,20287
Drew Millas,-0.4216399857930508,71.42963391199964,0.3971181754310517,79.7258784837666,0.4909371473388966,-0.09565217391304348,-0.0017814118579584663,2.7988886683428085,101.81999999999998,252,4.38,59.97544289142917,38.75401107704728,38.38020668365452,58.627828744167864,47.19820895489066,45.4597210405145,38.29846814396406,38.474256145002244,65.02238072176537,-0.44250396744628534,-0.482879317973128,-0.4011265399673804,54.902140060794196,50.26046464163519,59.268002721268104,79.72609888757715,79.72419963118674,79.72799814396755,48.29989280430638,48.29859480126874,48.30104266153657,0.3980641642313596,0.32975245864572766,0.46761923062529526,49.68377258648453,46.22772062226448,53.84822253958084,-0.11799425068547954,-0.18146078995916948,-0.050404595171271466,57.45824642457106,53.328605913285756,61.955021797733224,25643
Nicky Lopez,-0.42182533948701123,71.80880477570264,0.46873427986559174,79.53936140839659,0.5987416209927283,-0.08300907911802853,-0.009425479296637477,2.7166047844039434,97.725,1598,4.31,59.91423066645317,46.294069972459276,53.60641568393771,60.84813658242611,60.571861656521996,41.77011888828016,32.137721386266534,22.942965531495922,62.50562176385151,-0.4289759285934446,-0.45281700941125963,-0.40530186060097323,61.75977070135407,63.80626451710364,57.310962078598024,79.53902213312163,79.53807250492642,79.54092138951204,46.329840450349224,46.33858345423387,46.33104718585284,0.4606710378730094,0.42585693524050316,0.4948268906658253,63.05690599893417,64.1342731105338,59.470566992496984,-0.08824891209317011,-0.11873052144271493,-0.060859639924013886,63.30348106377799,63.688455105839864,59.867294471343655,19339
Jesse Winker,-0.4219002766910764,71.88640037223179,0.4109985755865387,80.06324635990613,0.6836375482678066,-0.10675381263616558,0.006657919089800464,2.8373512113237482,103.005,2135,4.62,59.889482991366165,47.83710880761805,65.59704175121911,56.6782225856996,49.79024677242969,58.10978556246079,49.441887827950566,42.96865892326972,66.19880731902406,-0.42805735805405415,-0.4507293490944632,-0.406596209997387,62.22541228805876,64.74694506401119,56.7042794793703,80.06321689687516,80.06131764048476,80.06511615326558,51.84998714773167,51.848615353296196,51.85103450858096,0.4096201058614772,0.37743900258773194,0.44026529284261184,52.15217805280116,55.112859299853206,48.195650428315695,-0.10967439112871973,-0.13647464669208764,-0.08346315217114011,59.09317591524032,60.758028280246506,55.353686800909855,13590
Oswald Peraza,-0.4222319457302868,71.66354634496643,0.38558415455575873,78.16825626186773,0.33075232301248686,-0.2,-0.004409736700897717,0.49497474683057524,104.715,40,4.473770161290323,59.77995078074805,43.40551173222478,15.755843044540619,40.302861643752834,45.04433601447505,50.402215167830754,-13.15052672282765,49.45425280583286,-5.44580481668639,-0.45006129779308834,-0.49811923828574184,-0.4011265399673804,51.071179733814766,43.3934966492102,59.268002721268104,78.16870864743983,78.16680939104941,78.17060790383024,31.89945696425675,31.89849985669148,31.90108032589532,0.3969670811652092,0.30466582586642177,0.49760616776673966,49.44943029537852,41.55348355721398,60.0448925011282,-0.16437930839130863,-0.26193518372499675,-0.06593990814893802,48.3431528040256,40.03832989513829,58.852835418379705,22823
Fernando Tatís,-0.42228302846127824,71.95023489705221,0.44186411510617046,80.32285006355595,0.6599709934879869,-0.18272841051314143,0.016127486113366795,2.3552977751077626,109.975,1570,4.37,59.76308093825921,49.106499794061655,62.25439837863233,43.335999189472346,55.55410406742308,44.93263501876675,58.01672030574926,69.40409129839536,51.45457982617589,-0.42943521386313976,-0.45281700941125963,-0.4052183541883014,61.52694990800175,63.80626451710364,57.35010289145142,80.32246539416631,80.32151576597111,80.32436465055673,54.58005969915458,54.58863121598773,54.58102823884323,0.43675462703093054,0.40208680214057774,0.472226979503127,57.94824405282315,59.705331285048615,54.80039377757471,-0.18087177335338117,-0.209439078734114,-0.1527462304269896,45.102230627831666,48.70801589782735,41.51881768730007,19709
Brendan Donovan,-0.42256481125544754,71.2470067020148,0.5290226922666825,79.68670405100865,0.5427608156587388,-0.06735266604303088,0.005886722824676427,2.1324483182980627,103.28499999999998,2410,4.36,59.67002343601845,35.12235039051015,45.69973599681698,63.59762610481207,71.83017144244286,44.405548997019004,37.00451819799018,44.03062751222737,44.63844111414383,-0.4275980727843589,-0.44663753487354224,-0.40622043114036366,62.45823308141112,66.59067893594994,56.880413137210596,79.68716413157371,79.68526487518331,79.68811375976892,47.88988190830504,47.88859242765436,47.88104362611171,0.517353662957447,0.48531883742585513,0.5483645442939651,75.16459103941136,75.21344143090133,70.5338899482352,-0.07050478684379739,-0.09104674097066456,-0.050183713944100844,66.79036608370093,68.26040733166187,61.999128713079486,24679
Luke Williams,-0.4226314083030789,72.38801754778984,0.4234943366529915,79.89777823348068,0.35118685319809656,-0.16666666666666666,-0.015952965263891054,2.3305425487273514,99.97500000000001,172,4.473770161290323,59.648030060136676,57.8120921428897,18.641998107342417,46.15667057860764,52.123715900146,50.402215167830754,43.97639775764173,31.476641692763216,50.69740922647043,-0.4448421470010973,-0.4867206129560334,-0.4039240047918876,53.716870567364104,48.52961243532532,57.95678549067914,79.89798159090938,79.89608233451897,79.89988084729978,50.10994090616553,50.10860527990807,50.111038504677495,0.4115948553805479,0.33567670720293985,0.4861233650076988,52.573994176791985,47.33154920030848,57.67202132073081,-0.16128697121092,-0.2321898451326873,-0.09097311389494102,48.95082571206197,44.95074664841512,53.85405167913706,19931
